,GEO_ID,NAME,P1_001N,P1_006N,PCT,COUNTY,STATE,PCT_STATE,PCT_DIFF
1608,0500000US30019,"Daniels County, Montana",1661.0,13.0,0.78266104756171,Daniels County,Montana,0.7655237612119256,0.017137286349784397
1614,0500000US30031,"Gallatin County, Montana",118960.0,1413.0,1.187794216543376,Gallatin County,Montana,0.7655237612119256,0.42227045533145036
1623,0500000US30049,"Lewis and Clark County, Montana",70973.0,559.0,0.7876234624434644,Lewis and Clark County,Montana,0.7655237612119256,0.022099701231538815
1630,0500000US30063,"Missoula County, Montana",117922.0,1456.0,1.2347144722782857,Missoula County,Montana,0.7655237612119256,0.4691907110663601
1640,0500000US30083,"Richland County, Montana",11491.0,121.0,1.0529979984335567,Richland County,Montana,0.7655237612119256,0.2874742372216311
1654,0500000US30111,"Yellowstone County, Montana",164731.0,1320.0,0.8013063722068099,Yellowstone County,Montana,0.7655237612119256,0.035782610994884334
1676,0500000US31043,"Dakota County, Nebraska",21582.0,609.0,2.821795941061996,Dakota County,Nebraska,2.6995101717865477,0.12228576927544843
1682,0500000US31055,"Douglas County, Nebraska",584526.0,27827.0,4.760609451076599,Douglas County,Nebraska,2.6995101717865477,2.061099279290051
1709,0500000US31109,"Lancaster County, Nebraska",322608.0,14086.0,4.366289738630164,Lancaster County,Nebraska,2.6995101717865477,1.6667795668436165
1749,0500000US32003,"Clark County, Nevada",2265461.0,237663.0,10.490712486332804,Clark County,Nevada,8.78379727721385,1.7069152091189537
1769,0500000US33009,"Grafton County, New Hampshire",91118.0,2867.0,3.146469413288264,Grafton County,New Hampshire,2.604010514479187,0.5424588988090768
1770,0500000US33011,"Hillsborough County, New Hampshire",422937.0,16523.0,3.906728425273741,Hillsborough County,New Hampshire,2.604010514479187,1.302717910794554
1773,0500000US33017,"Strafford County, New Hampshire",130889.0,4506.0,3.4426116785978964,Strafford County,New Hampshire,2.604010514479187,0.8386011641187094
1776,0500000US34003,"Bergen County, New Jersey",955732.0,158630.0,16.597749159806305,Bergen County,New Jersey,10.228125887475006,6.3696232723312995
1783,0500000US34017,"Hudson County, New Jersey",724854.0,124555.0,17.18346039340336,Hudson County,New Jersey,10.228125887475006,6.955334505928356
1785,0500000US34021,"Mercer County, New Jersey",387340.0,48537.0,12.530851448339961,Mercer County,New Jersey,10.228125887475006,2.302725560864955
1786,0500000US34023,"Middlesex County, New Jersey",863162.0,228813.0,26.508697092782118,Middlesex County,New Jersey,10.228125887475006,16.280571205307112
1788,0500000US34027,"Morris County, New Jersey",509285.0,58034.0,11.395191297603503,Morris County,New Jersey,10.228125887475006,1.1670654101284974
1792,0500000US34035,"Somerset County, New Jersey",345361.0,67309.0,19.489461751616425,Somerset County,New Jersey,10.228125887475006,9.261335864141419
1796,0500000US35001,"Bernalillo County, New Mexico",676444.0,20253.0,2.994039417897121,Bernalillo County,New Mexico,1.7694739417111132,1.2245654761860076
1811,0500000US35028,"Los Alamos County, New Mexico",19419.0,1238.0,6.3751995468355735,Los Alamos County,New Mexico,1.7694739417111132,4.60572560512446
1824,0500000US35053,"Socorro County, New Mexico",16595.0,311.0,1.8740584513407654,Socorro County,New Mexico,1.7694739417111132,0.10458450962965227
1852,0500000US36047,"Kings County, New York",2736074.0,373680.0,13.657525344709242,Kings County,New York,9.569343954920807,4.088181389788435
1858,0500000US36059,"Nassau County, New York",1395774.0,164201.0,11.764153795671792,Nassau County,New York,9.569343954920807,2.1948098407509846
1859,0500000US36061,"New York County, New York",1694251.0,221995.0,13.102840134076946,New York County,New York,9.569343954920807,3.5334961791561383
1869,0500000US36081,"Queens County, New York",2405464.0,660631.0,27.463765826468407,Queens County,New York,9.569343954920807,17.8944218715476
1871,0500000US36085,"Richmond County, New York",495747.0,59279.0,11.957510585036319,Richmond County,New York,9.569343954920807,2.388166630115512
1883,0500000US36109,"Tompkins County, New York",105740.0,10532.0,9.960279931908454,Tompkins County,New York,9.569343954920807,0.39093597698764704
1902,0500000US37023,"Burke County, North Carolina",87570.0,3168.0,3.6176772867420346,Burke County,North Carolina,3.286121753497427,0.3315555332446074
1903,0500000US37025,"Cabarrus County, North Carolina",225804.0,11984.0,5.307257621654178,Cabarrus County,North Carolina,3.286121753497427,2.0211358681567506
1908,0500000US37035,"Catawba County, North Carolina",160610.0,7023.0,4.37270406574933,Catawba County,North Carolina,3.286121753497427,1.086582312251903
1922,0500000US37063,"Durham County, North Carolina",324833.0,16817.0,5.177121782577509,Durham County,North Carolina,3.286121753497427,1.891000029080082
1931,0500000US37081,"Guilford County, North Carolina",541299.0,28922.0,5.3430728673062395,Guilford County,North Carolina,3.286121753497427,2.0569511138088123
1950,0500000US37119,"Mecklenburg County, North Carolina",1115482.0,72035.0,6.457746516752399,Mecklenburg County,North Carolina,3.286121753497427,3.171624763254972
1958,0500000US37135,"Orange County, North Carolina",148696.0,12674.0,8.523430354548879,Orange County,North Carolina,3.286121753497427,5.237308601051451
1980,0500000US37179,"Union County, North Carolina",238267.0,9572.0,4.01734188956087,Union County,North Carolina,3.286121753497427,0.7312201360634432
1982,0500000US37183,"Wake County, North Carolina",1129410.0,97042.0,8.592273842094544,Wake County,North Carolina,3.286121753497427,5.306152088597116
1991,0500000US38001,"Adams County, North Dakota",2200.0,39.0,1.7727272727272727,Adams County,North Dakota,1.695944263464999,0.07678300926227366
1999,0500000US38017,"Cass County, North Dakota",184525.0,6068.0,3.2884433003658042,Cass County,North Dakota,1.695944263464999,1.5924990369008052
2008,0500000US38035,"Grand Forks County, North Dakota",73170.0,2495.0,3.409867432007654,Grand Forks County,North Dakota,1.695944263464999,1.7139231685426548
2052,0500000US39017,"Butler County, Ohio",390357.0,15730.0,4.029644658607377,Butler County,Ohio,2.52985563392457,1.4997890246828067
2061,0500000US39035,"Cuyahoga County, Ohio",1264817.0,44071.0,3.484377581895246,Cuyahoga County,Ohio,2.52985563392457,0.9545219479706759
2064,0500000US39041,"Delaware County, Ohio",214124.0,18216.0,8.507220115447124,Delaware County,Ohio,2.52985563392457,5.977364481522554
2068,0500000US39049,"Franklin County, Ohio",1323807.0,74071.0,5.595302034208914,Franklin County,Ohio,2.52985563392457,3.065446400284344
2072,0500000US39057,"Greene County, Ohio",167966.0,5571.0,3.3167426741126182,Greene County,Ohio,2.52985563392457,0.7868870401880481
2074,0500000US39061,"Hamilton County, Ohio",830639.0,25333.0,3.049820680223298,Hamilton County,Ohio,2.52985563392457,0.519965046298728
2088,0500000US39089,"Licking County, Ohio",178519.0,5028.0,2.816506926433601,Licking County,Ohio,2.52985563392457,0.28665129250903076
2120,0500000US39153,"Summit County, Ohio",540428.0,22621.0,4.185756474497991,Summit County,Ohio,2.52985563392457,1.6559008405734206
2123,0500000US39159,"Union County, Ohio",62784.0,4045.0,6.442724260958206,Union County,Ohio,2.52985563392457,3.912868627033636
2126,0500000US39165,"Warren County, Ohio",242337.0,17331.0,7.151611186075589,Warren County,Ohio,2.52985563392457,4.6217555521510185
2140,0500000US40017,"Canadian County, Oklahoma",154405.0,4847.0,3.1391470483468797,Canadian County,Oklahoma,2.297067222851814,0.8420798254950657
2145,0500000US40027,"Cleveland County, Oklahoma",295528.0,12827.0,4.340367071817222,Cleveland County,Oklahoma,2.297067222851814,2.043299848965408
2147,0500000US40031,"Comanche County, Oklahoma",121125.0,3141.0,2.5931888544891644,Comanche County,Oklahoma,2.297067222851814,0.2961216316373503
2186,0500000US40109,"Oklahoma County, Oklahoma",796292.0,28178.0,3.538651650399602,Oklahoma County,Oklahoma,2.297067222851814,1.2415844275477879
2191,0500000US40119,"Payne County, Oklahoma",81646.0,2673.0,3.2738897190309384,Payne County,Oklahoma,2.297067222851814,0.9768224961791243
2203,0500000US40143,"Tulsa County, Oklahoma",669279.0,25122.0,3.753591551505426,Tulsa County,Oklahoma,2.297067222851814,1.4565243286536118
2210,0500000US41003,"Benton County, Oregon",95184.0,6428.0,6.753235837955959,Benton County,Oregon,4.5911316191422,2.1621042188137594
2211,0500000US41005,"Clackamas County, Oregon",421401.0,20699.0,4.911948476629148,Clackamas County,Oregon,4.5911316191422,0.32081685748694877
2234,0500000US41051,"Multnomah County, Oregon",815428.0,62022.0,7.606066997944638,Multnomah County,Oregon,4.5911316191422,3.0149353788024387
2242,0500000US41067,"Washington County, Oregon",600372.0,69106.0,11.51053013798112,Washington County,Oregon,4.5911316191422,6.9193985188389195
2246,0500000US42003,"Allegheny County, Pennsylvania",1250578.0,58541.0,4.681115452214896,Allegheny County,Pennsylvania,3.926115345274443,0.7550001069404528
2253,0500000US42017,"Bucks County, Pennsylvania",646538.0,35216.0,5.446856951950233,Bucks County,Pennsylvania,3.926115345274443,1.5207416066757897
2258,0500000US42027,"Centre County, Pennsylvania",158172.0,11404.0,7.209872796702324,Centre County,Pennsylvania,3.926115345274443,3.2837574514278813
2259,0500000US42029,"Chester County, Pennsylvania",534413.0,35252.0,6.596396419997268,Chester County,Pennsylvania,3.926115345274443,2.6702810747228245
2265,0500000US42041,"Cumberland County, Pennsylvania",259469.0,13911.0,5.361334109277024,Cumberland County,Pennsylvania,3.926115345274443,1.435218764002581
2266,0500000US42043,"Dauphin County, Pennsylvania",286401.0,17277.0,6.0324510040118575,Dauphin County,Pennsylvania,3.926115345274443,2.1063356587374145
2267,0500000US42045,"Delaware County, Pennsylvania",576830.0,36457.0,6.320232997590278,Delaware County,Pennsylvania,3.926115345274443,2.3941176523158347
2290,0500000US42091,"Montgomery County, Pennsylvania",856553.0,68032.0,7.9425324527495675,Montgomery County,Pennsylvania,3.926115345274443,4.0164171074751245
2295,0500000US42101,"Philadelphia County, Pennsylvania",1603797.0,133553.0,8.32730077434987,Philadelphia County,Pennsylvania,3.926115345274443,4.4011854290754275
2315,0500000US44007,"Providence County, Rhode Island",660741.0,28614.0,4.3305924711800845,Providence County,Rhode Island,3.5503686511223562,0.7802238200577283
2324,0500000US45015,"Berkeley County, South Carolina",229861.0,5452.0,2.371868216008805,Berkeley County,South Carolina,1.767457762886044,0.6044104531227612
2326,0500000US45019,"Charleston County, South Carolina",408235.0,7567.0,1.85358923169253,Charleston County,South Carolina,1.767457762886044,0.08613146880648603
2334,0500000US45035,"Dorchester County, South Carolina",161540.0,3314.0,2.0515042713878917,Dorchester County,South Carolina,1.767457762886044,0.28404650850184776
2339,0500000US45045,"Greenville County, South Carolina",525534.0,12981.0,2.4700590256767403,Greenville County,South Carolina,1.767457762886044,0.7026012627906963
2345,0500000US45057,"Lancaster County, South Carolina",96016.0,1778.0,1.8517747042159642,Lancaster County,South Carolina,1.767457762886044,0.08431694132992029
2348,0500000US45063,"Lexington County, South Carolina",293991.0,6692.0,2.276260157623873,Lexington County,South Carolina,1.767457762886044,0.5088023947378288
2355,0500000US45077,"Pickens County, South Carolina",131404.0,2735.0,2.0813673860765274,Pickens County,South Carolina,1.767457762886044,0.31390962319048343
2356,0500000US45079,"Richland County, South Carolina",416147.0,11438.0,2.7485479890519455,Richland County,South Carolina,1.767457762886044,0.9810902261659016
2358,0500000US45083,"Spartanburg County, South Carolina",327997.0,8297.0,2.5295963072832985,Spartanburg County,South Carolina,1.767457762886044,0.7621385443972546
2362,0500000US45091,"York County, South Carolina",282090.0,8825.0,3.128434187670601,York County,South Carolina,1.767457762886044,1.3609764247845573
2364,0500000US46005,"Beadle County, South Dakota",19149.0,2071.0,10.815186171601649,Beadle County,South Dakota,1.5198490526883262,9.295337118913324
2367,0500000US46011,"Brookings County, South Dakota",34375.0,917.0,2.6676363636363636,Brookings County,South Dakota,1.5198490526883262,1.1477873109480374
2368,0500000US46013,"Brown County, South Dakota",38301.0,922.0,2.4072478525364875,Brown County,South Dakota,1.5198490526883262,0.8873987998481614
2375,0500000US46027,"Clay County, South Dakota",14967.0,361.0,2.4119730072826884,Clay County,South Dakota,1.5198490526883262,0.8921239545943622
2403,0500000US46083,"Lincoln County, South Dakota",65161.0,1001.0,1.5361949632448857,Lincoln County,South Dakota,1.5198490526883262,0.01634591055655954
2411,0500000US46099,"Minnehaha County, South Dakota",197214.0,4617.0,2.341111685782957,Minnehaha County,South Dakota,1.5198490526883262,0.8212626330946307
2447,0500000US47037,"Davidson County, Tennessee",715884.0,27869.0,3.8929491370110245,Davidson County,Tennessee,1.962351899334958,1.9305972376760665
2461,0500000US47065,"Hamilton County, Tennessee",366207.0,8212.0,2.2424475774630195,Hamilton County,Tennessee,1.962351899334958,0.28009567812806146
2475,0500000US47093,"Knox County, Tennessee",478971.0,11962.0,2.497437214361621,Knox County,Tennessee,1.962351899334958,0.535085315026663
2491,0500000US47125,"Montgomery County, Tennessee",220069.0,5202.0,2.363804079629571,Montgomery County,Tennessee,1.962351899334958,0.40145218029461294
2503,0500000US47149,"Rutherford County, Tennessee",341486.0,12538.0,3.6716000070281063,Rutherford County,Tennessee,1.962351899334958,1.7092481076931483
2507,0500000US47157,"Shelby County, Tennessee",929744.0,28149.0,3.0276075995112635,Shelby County,Tennessee,1.962351899334958,1.0652557001763054
2522,0500000US47187,"Williamson County, Tennessee",247726.0,12953.0,5.228760808312409,Williamson County,Tennessee,1.962351899334958,3.2664089089774513
2523,0500000US47189,"Wilson County, Tennessee",147737.0,3106.0,2.1023846429804314,Wilson County,Tennessee,1.962351899334958,0.14003274364547336
2543,0500000US48039,"Brazoria County, Texas",372031.0,26592.0,7.147791447486903,Brazoria County,Texas,5.439878293410939,1.707913154075964
2544,0500000US48041,"Brazos County, Texas",233849.0,14763.0,6.313048163558535,Brazos County,Texas,5.439878293410939,0.8731698701475956
2552,0500000US48057,"Calhoun County, Texas",20106.0,1115.0,5.545608276136477,Calhoun County,Texas,5.439878293410939,0.10572998272553757
2566,0500000US48085,"Collin County, Texas",1064465.0,189209.0,17.775032528077485,Collin County,Texas,5.439878293410939,12.335154234666547
2580,0500000US48113,"Dallas County, Texas",2613539.0,183124.0,7.006744494725352,Dallas County,Texas,5.439878293410939,1.5668662013144123
2584,0500000US48121,"Denton County, Texas",906422.0,93463.0,10.311201625732828,Denton County,Texas,5.439878293410939,4.8713233323218885
2602,0500000US48157,"Fort Bend County, Texas",822779.0,182537.0,22.185422817062662,Fort Bend County,Texas,5.439878293410939,16.745544523651724
2624,0500000US48201,"Harris County, Texas",4731145.0,349268.0,7.382314429170951,Harris County,Texas,5.439878293410939,1.942436135760012
2743,0500000US48439,"Tarrant County, Texas",2110640.0,129437.0,6.132594852746086,Tarrant County,Texas,5.439878293410939,0.692716559335147
2750,0500000US48453,"Travis County, Texas",1290188.0,101038.0,7.831261800605803,Travis County,Texas,5.439878293410939,2.3913835071948633
2769,0500000US48491,"Williamson County, Texas",609017.0,54628.0,8.969864552221038,Williamson County,Texas,5.439878293410939,3.5299862588100988
2795,0500000US49035,"Salt Lake County, Utah",1185238.0,51030.0,4.305464387743221,Salt Lake County,Utah,2.4586626303331443,1.846801757410077
2810,0500000US50007,"Chittenden County, Vermont",168323.0,7243.0,4.303036424018107,Chittenden County,Vermont,1.7958969143663979,2.5071395096517097
2822,0500000US51003,"Albemarle County, Virginia",112395.0,8222.0,7.315272031674007,Albemarle County,Virginia,7.130204823253907,0.18506720842009994
2827,0500000US51013,"Arlington County, Virginia",238643.0,27443.0,11.499604011012266,Arlington County,Virginia,7.130204823253907,4.36939918775836
2849,0500000US51059,"Fairfax County, Virginia",1150309.0,235050.0,20.433640004555297,Fairfax County,Virginia,7.130204823253907,13.30343518130139
2863,0500000US51087,"Henrico County, Virginia",334389.0,32296.0,9.658212441198724,Henrico County,Virginia,7.130204823253907,2.5280076179448177
2873,0500000US51107,"Loudoun County, Virginia",420959.0,89779.0,21.327255148363616,Loudoun County,Virginia,7.130204823253907,14.197050325109709
2880,0500000US51121,"Montgomery County, Virginia",99721.0,8347.0,8.370353285667012,Montgomery County,Virginia,7.130204823253907,1.2401484624131047
2893,0500000US51153,"Prince William County, Virginia",482204.0,50314.0,10.434173088568324,Prince William County,Virginia,7.130204823253907,3.303968265314417
2919,0500000US51540,"Charlottesville city, Virginia",46553.0,4083.0,8.770648508151998,Charlottesville city,Virginia,7.130204823253907,1.6404436848980914
2925,0500000US51600,"Fairfax city, Virginia",24146.0,4537.0,18.789861674811565,Fairfax city,Virginia,7.130204823253907,11.659656851557658
2926,0500000US51610,"Falls Church city, Virginia",14658.0,1499.0,10.226497475781143,Falls Church city,Virginia,7.130204823253907,3.096292652527236
2936,0500000US51685,"Manassas Park city, Virginia",17219.0,1835.0,10.656832568674139,Manassas Park city,Virginia,7.130204823253907,3.5266277454202317
2950,0500000US51810,"Virginia Beach city, Virginia",459470.0,34305.0,7.466211069275469,Virginia Beach city,Virginia,7.130204823253907,0.3360062460215625
2970,0500000US53033,"King County, Washington",2269675.0,452475.0,19.93567360965777,King County,Washington,9.481756732817402,10.453916876840367
2984,0500000US53061,"Snohomish County, Washington",827957.0,101464.0,12.254742697990356,Snohomish County,Washington,9.481756732817402,2.7729859651729534
2994,0500000US54003,"Berkeley County, West Virginia",122076.0,1496.0,1.2254661030833252,Berkeley County,West Virginia,0.842329554957418,0.38313654812590714
2998,0500000US54011,"Cabell County, West Virginia",94350.0,1345.0,1.4255431902490725,Cabell County,West Virginia,0.842329554957418,0.5832136352916545
3011,0500000US54037,"Jefferson County, West Virginia",57701.0,837.0,1.4505814457288435,Jefferson County,West Virginia,0.842329554957418,0.6082518907714255
3012,0500000US54039,"Kanawha County, West Virginia",180745.0,2149.0,1.1889678829289885,Kanawha County,West Virginia,0.842329554957418,0.34663832797157046
3023,0500000US54061,"Monongalia County, West Virginia",105822.0,3755.0,3.5484114834344465,Monongalia County,West Virginia,0.842329554957418,2.7060819284770283
3027,0500000US54069,"Ohio County, West Virginia",42425.0,392.0,0.9239835002946376,Ohio County,West Virginia,0.842329554957418,0.08165394533721959
3032,0500000US54079,"Putnam County, West Virginia",57440.0,577.0,1.0045264623955432,Putnam County,West Virginia,0.842329554957418,0.1621969074381252
3033,0500000US54081,"Raleigh County, West Virginia",74591.0,831.0,1.1140754246490863,Raleigh County,West Virginia,0.842329554957418,0.27174586969166825
3052,0500000US55009,"Brown County, Wisconsin",268740.0,8518.0,3.1696063109324997,Brown County,Wisconsin,2.9811741925894655,0.1884321183430342
3060,0500000US55025,"Dane County, Wisconsin",561504.0,35758.0,6.368253832563971,Dane County,Wisconsin,2.9811741925894655,3.3870796399745053
3064,0500000US55033,"Dunn County, Wisconsin",45440.0,1458.0,3.20862676056338,Dunn County,Wisconsin,2.9811741925894655,0.22745256797391455
3065,0500000US55035,"Eau Claire County, Wisconsin",105710.0,4401.0,4.163276889603633,Eau Claire County,Wisconsin,2.9811741925894655,1.1821026970141677
3079,0500000US55063,"La Crosse County, Wisconsin",120784.0,5608.0,4.642999072724864,La Crosse County,Wisconsin,2.9811741925894655,1.6618248801353985
3084,0500000US55073,"Marathon County, Wisconsin",138013.0,8496.0,6.155941831566592,Marathon County,Wisconsin,2.9811741925894655,3.1747676389771264
3088,0500000US55079,"Milwaukee County, Wisconsin",939489.0,46446.0,4.943751337163075,Milwaukee County,Wisconsin,2.9811741925894655,1.9625771445736095
3092,0500000US55087,"Outagamie County, Wisconsin",190705.0,6618.0,3.4702813245588735,Outagamie County,Wisconsin,2.9811741925894655,0.489107131969408
3097,0500000US55097,"Portage County, Wisconsin",70377.0,2263.0,3.2155391676257867,Portage County,Wisconsin,2.9811741925894655,0.23436497503632125
3107,0500000US55117,"Sheboygan County, Wisconsin",118034.0,6913.0,5.8567870274666625,Sheboygan County,Wisconsin,2.9811741925894655,2.875612834877197
3115,0500000US55133,"Waukesha County, Wisconsin",406978.0,15698.0,3.8572109548919107,Waukesha County,Wisconsin,2.9811741925894655,0.8760367623024452
3118,0500000US55139,"Winnebago County, Wisconsin",171730.0,5601.0,3.2615151691608917,Winnebago County,Wisconsin,2.9811741925894655,0.2803409765714262
3120,0500000US56001,"Albany County, Wyoming",37066.0,1041.0,2.8085037500674472,Albany County,Wyoming,0.9035262138749868,1.9049775361924604
3130,0500000US56021,"Laramie County, Wyoming",100512.0,1296.0,1.2893982808022924,Laramie County,Wyoming,0.9035262138749868,0.3858720669273056
3139,0500000US56039,"Teton County, Wyoming",23331.0,317.0,1.3587072993013587,Teton County,Wyoming,0.9035262138749868,0.4551810854263719
3153,0500000US72021,"Bayamón Municipio, Puerto Rico",185187.0,254.0,0.1371586558451727,Bayamón Municipio,Puerto Rico,0.12176364644535974,0.015395009399812962
3157,0500000US72029,"Canóvanas Municipio, Puerto Rico",42337.0,58.0,0.1369960082197605,Canóvanas Municipio,Puerto Rico,0.12176364644535974,0.015232361774400752
3158,0500000US72031,"Carolina Municipio, Puerto Rico",154815.0,358.0,0.23124374253140845,Carolina Municipio,Puerto Rico,0.12176364644535974,0.10948009608604871
3159,0500000US72033,"Cataño Municipio, Puerto Rico",23155.0,34.0,0.14683653638522998,Cataño Municipio,Puerto Rico,0.12176364644535974,0.025072889939870238
3161,0500000US72037,"Ceiba Municipio, Puerto Rico",11307.0,16.0,0.14150526222693907,Ceiba Municipio,Puerto Rico,0.12176364644535974,0.019741615781579333
3167,0500000US72049,"Culebra Municipio, Puerto Rico",1792.0,4.0,0.2232142857142857,Culebra Municipio,Puerto Rico,0.12176364644535974,0.10145063926892596
3168,0500000US72051,"Dorado Municipio, Puerto Rico",35879.0,106.0,0.2954374425151203,Dorado Municipio,Puerto Rico,0.12176364644535974,0.17367379606976052
3169,0500000US72053,"Fajardo Municipio, Puerto Rico",32124.0,55.0,0.1712115552235089,Fajardo Municipio,Puerto Rico,0.12176364644535974,0.049447908778149155
3174,0500000US72061,"Guaynabo Municipio, Puerto Rico",89780.0,200.0,0.22276676319893074,Guaynabo Municipio,Puerto Rico,0.12176364644535974,0.101003116753571
3178,0500000US72069,"Humacao Municipio, Puerto Rico",50896.0,90.0,0.17683118516189877,Humacao Municipio,Puerto Rico,0.12176364644535974,0.055067538716539036
3188,0500000US72089,"Luquillo Municipio, Puerto Rico",17781.0,29.0,0.16309543895169,Luquillo Municipio,Puerto Rico,0.12176364644535974,0.041331792506330275
3190,0500000US72093,"Maricao Municipio, Puerto Rico",4755.0,9.0,0.1892744479495268,Maricao Municipio,Puerto Rico,0.12176364644535974,0.06751080150416706
3192,0500000US72097,"Mayagüez Municipio, Puerto Rico",73077.0,102.0,0.13957880044336796,Mayagüez Municipio,Puerto Rico,0.12176364644535974,0.017815153998008218
3207,0500000US72127,"San Juan Municipio, Puerto Rico",342259.0,1060.0,0.30970697629572924,San Juan Municipio,Puerto Rico,0.12176364644535974,0.1879433298503695
3212,0500000US72137,"Toa Baja Municipio, Puerto Rico",75293.0,99.0,0.1314863267501627,Toa Baja Municipio,Puerto Rico,0.12176364644535974,0.009722680304802958
3215,0500000US72143,"Vega Alta Municipio, Puerto Rico",35395.0,61.0,0.1723407260912558,Vega Alta Municipio,Puerto Rico,0.12176364644535974,0.05057707964589607
